ObjectID,Offense,Day of week,Date,Time,Lattitude,Longitude
14746,ROBBERY,Wednesday,06/03/2015,21:50,41.721439376,-87.614131833
14747,ROBBERY,Wednesday,06/03/2015,23:46,41.807036566,-87.62115297
14748,THEFT,Thursday,06/04/2015,00:40,41.924886465,-87.689133141
14749,WEAPONS VIOLATION,Wednesday,06/03/2015,23:35,41.885687032,-87.749552705
14750,BATTERY,Thursday,06/04/2015,00:30,41.894842237,-87.766060018
14751,THEFT,Wednesday,06/03/2015,23:45,41.888999096,-87.714904574
14752,THEFT,Thursday,06/04/2015,00:10,41.911317489,-87.796058416
14753,WEAPONS VIOLATION,Thursday,06/04/2015,00:31,42.021147271,-87.669805576
14754,WEAPONS VIOLATION,Wednesday,06/03/2015,23:31,41.878024063,-87.721932074
14755,THEFT,Wednesday,06/03/2015,16:00,41.877585867,-87.683123746
14756,ROBBERY,Tuesday,06/02/2015,21:29,41.689796401,-87.628602149
14757,ASSAULT,Wednesday,06/03/2015,18:48,41.967958316,-87.686452641
14758,BATTERY,Wednesday,06/03/2015,18:30,41.730047597,-87.553444805
14759,BATTERY,Monday,06/01/2015,15:30,41.79535391,-87.668263417
14760,BATTERY,Wednesday,06/03/2015,12:05,41.771062488,-87.586270811
14761,ASSAULT,Wednesday,06/03/2015,20:40,41.689406222,-87.54010016
14762,THEFT,Wednesday,06/03/2015,15:50,41.773109884,-87.586294711
14763,THEFT,Wednesday,06/03/2015,16:00,41.850703967,-87.722254702
14764,THEFT,Wednesday,06/03/2015,08:30,42.010192439,-87.675037715
14765,THEFT,Tuesday,06/02/2015,14:00,41.855689144,-87.663017281
14766,THEFT,Wednesday,06/03/2015,19:00,41.859592678,-87.667469718
14767,THEFT,Monday,06/01/2015,20:00,41.746503415,-87.705965851
14768,ROBBERY,Wednesday,06/03/2015,13:45,41.88311538,-87.649091909
14769,ROBBERY,Wednesday,06/03/2015,19:00,41.768423095,-87.642045877
14770,THEFT,Wednesday,06/03/2015,19:04,41.901384245,-87.676428354
14771,ROBBERY,Wednesday,06/03/2015,17:00,41.728301963,-87.546564033
14772,THEFT,Tuesday,05/26/2015,18:00,41.911695959,-87.727118028
14773,THEFT,Wednesday,06/03/2015,00:00,41.774697151,-87.690843572
14774,THEFT,Wednesday,06/03/2015,17:45,41.707097174,-87.628687906
14775,THEFT,Tuesday,06/02/2015,09:00,41.959680983,-87.736987493
14776,THEFT,Sunday,05/31/2015,16:00,41.926063078,-87.805106852
14777,THEFT,Tuesday,06/02/2015,21:50,41.761927118,-87.571286597
14778,THEFT,Monday,06/01/2015,08:45,41.751291477,-87.604904392
14779,ASSAULT,Wednesday,06/03/2015,13:25,41.750396912,-87.653735437
14780,THEFT,Saturday,05/30/2015,18:30,41.85622487,-87.732553605
14781,THEFT,Friday,05/29/2015,17:00,41.731440535,-87.654422546
14782,ASSAULT,Wednesday,06/03/2015,12:30,41.781626076,-87.742398306
14783,THEFT,Sunday,05/31/2015,22:30,41.744371806,-87.647503635
14784,THEFT,Friday,05/29/2015,12:00,41.90504533,-87.749093525
14785,ASSAULT,Tuesday,06/02/2015,10:00,41.763363143,-87.579304201
14786,BATTERY,Wednesday,06/03/2015,15:35,41.824843121,-87.617015237
14787,ASSAULT,Wednesday,06/03/2015,15:15,41.773933743,-87.67046807
14788,THEFT,Tuesday,04/28/2015,19:30,41.745983829,-87.58903511
14789,WEAPONS VIOLATION,Wednesday,06/03/2015,13:40,41.756493463,-87.565113006
14790,ROBBERY,Wednesday,06/03/2015,14:20,41.779863277,-87.605919348
14791,ASSAULT,Wednesday,06/03/2015,08:50,41.967002302,-87.673732267
14792,THEFT,Tuesday,06/02/2015,19:00,41.812320845,-87.633459981
14793,BATTERY,Saturday,05/30/2015,02:10,41.864243064,-87.66209091
14794,THEFT,Friday,05/29/2015,19:00,41.893896245,-87.641553963
14795,ASSAULT,Wednesday,06/03/2015,12:00,41.779897875,-87.635836483
14796,THEFT,Tuesday,06/02/2015,12:00,41.819974004,-87.616889742
14797,THEFT,Tuesday,06/02/2015,22:00,41.654689214,-87.543515888
14798,ROBBERY,Wednesday,06/03/2015,11:45,41.869862615,-87.720893713
14799,THEFT,Friday,05/29/2015,18:30,41.745415265,-87.704704895
14800,THEFT,Tuesday,06/02/2015,23:00,41.65482099,-87.544721832
14801,BATTERY,Tuesday,06/02/2015,23:00,41.800851213,-87.665984032
14802,THEFT,Tuesday,06/02/2015,19:00,41.696019036,-87.71562537
14803,THEFT,Saturday,05/23/2015,07:10,41.93899727,-87.650667031
14804,THEFT,Sunday,05/31/2015,00:01,41.950450019,-87.765240067
14805,ASSAULT,Wednesday,06/03/2015,07:15,41.756442093,-87.667235947
14806,THEFT,Wednesday,06/03/2015,09:15,41.925246375,-87.661433463
14807,THEFT,Wednesday,06/03/2015,09:43,41.745010989,-87.655323949
14808,THEFT,Monday,06/01/2015,10:30,41.769194599,-87.624984501
14809,THEFT,Wednesday,06/03/2015,07:30,41.764901098,-87.58241287
14810,THEFT,Tuesday,06/02/2015,22:30,41.951411734,-87.760518654
14811,THEFT,Tuesday,06/02/2015,20:30,41.857769315,-87.71029767
14812,ASSAULT,Wednesday,06/03/2015,10:00,41.735946512,-87.652535832
14813,THEFT,Tuesday,06/02/2015,23:10,41.652825893,-87.544727872
14814,THEFT,Tuesday,06/02/2015,18:30,41.962817539,-87.781992228
14815,THEFT,Tuesday,06/02/2015,22:00,41.773044066,-87.700549254
14816,BATTERY,Wednesday,06/03/2015,06:00,41.961232178,-87.701216639
14817,BATTERY,Wednesday,06/03/2015,08:20,41.718412847,-87.552398727
14818,ASSAULT,Wednesday,06/03/2015,07:46,41.917638879,-87.706974683
14819,THEFT,Wednesday,06/03/2015,06:00,41.964686958,-87.783836648
14820,THEFT,Tuesday,06/02/2015,06:15,41.654637055,-87.54591333
14821,BATTERY,Tuesday,06/02/2015,16:00,41.682337478,-87.657882254
14822,ASSAULT,Tuesday,06/02/2015,12:15,41.841924665,-87.707401706
14823,WEAPONS VIOLATION,Wednesday,06/03/2015,05:05,41.890081373,-87.64789741
14824,THEFT,Tuesday,06/02/2015,19:00,41.909150258,-87.710375077
14825,THEFT,Tuesday,06/02/2015,20:00,41.705923868,-87.667087474
14826,THEFT,Wednesday,06/03/2015,06:00,41.717381967,-87.615239286
14827,THEFT,Wednesday,06/03/2015,05:15,41.654512795,-87.536247144
14828,BATTERY,Wednesday,06/03/2015,02:45,41.837701156,-87.637741232
14829,ROBBERY,Wednesday,06/03/2015,03:30,41.834473638,-87.640421874
14830,THEFT,Tuesday,06/02/2015,23:00,41.660510201,-87.551982551
14831,BATTERY,Tuesday,06/02/2015,21:20,41.776864602,-87.681007532
14832,THEFT,Monday,06/01/2015,03:00,41.948131367,-87.649510899
14833,ROBBERY,Wednesday,06/03/2015,02:00,41.808670545,-87.601683452
14834,WEAPONS VIOLATION,Wednesday,06/03/2015,01:04,41.794391094,-87.621623026
14835,ASSAULT,Wednesday,06/03/2015,01:55,41.895028832,-87.651517456
14836,ROBBERY,Tuesday,06/02/2015,22:35,41.745802037,-87.665751912
14837,ASSAULT,Wednesday,06/03/2015,01:35,41.966887785,-87.752610372
14838,BATTERY,Tuesday,06/02/2015,19:30,41.858712788,-87.706665364
14839,THEFT,Tuesday,06/02/2015,23:40,41.879660425,-87.73405634
14840,BATTERY,Tuesday,06/02/2015,23:18,41.824177767,-87.704441353
14841,WEAPONS VIOLATION,Tuesday,06/02/2015,22:19,41.757204964,-87.658761734
14842,WEAPONS VIOLATION,Tuesday,06/02/2015,22:17,41.761753843,-87.632433658
14843,HOMICIDE,Tuesday,06/02/2015,21:41,41.777198547,-87.664157893
14844,ASSAULT,Tuesday,06/02/2015,21:00,41.691413679,-87.668826246
14845,THEFT,Tuesday,06/02/2015,23:15,41.898096233,-87.72985826
14846,THEFT,Tuesday,05/26/2015,14:00,41.697625411,-87.713251868
14847,ASSAULT,Sunday,05/31/2015,19:00,41.997723659,-87.690186971
14848,BATTERY,Tuesday,06/02/2015,20:50,41.851929623,-87.693345333
14849,ASSAULT,Tuesday,06/02/2015,09:30,41.865764008,-87.720110466
14850,THEFT,Saturday,05/30/2015,10:00,41.852419963,-87.711164439
14851,THEFT,Monday,06/01/2015,20:15,41.892753031,-87.624193896
14852,THEFT,Friday,05/29/2015,20:00,41.951286517,-87.770713826
14853,ASSAULT,Monday,06/01/2015,01:30,41.77095465,-87.572763404
14854,BATTERY,Tuesday,06/02/2015,18:50,41.961570067,-87.714376129
14855,WEAPONS VIOLATION,Tuesday,06/02/2015,18:57,41.697985744,-87.62864457
14856,THEFT,Tuesday,06/02/2015,20:08,41.771950534,-87.685056838
14857,BATTERY,Tuesday,06/02/2015,17:10,41.751443901,-87.554102046
14858,THEFT,Tuesday,06/02/2015,13:22,41.924142132,-87.699370763
14859,THEFT,Tuesday,06/02/2015,08:30,41.792556792,-87.588969605
14860,THEFT,Tuesday,06/02/2015,18:00,41.965306436,-87.781970769
14861,ASSAULT,Tuesday,06/02/2015,16:28,41.867101912,-87.723475324
14862,THEFT,Tuesday,06/02/2015,16:20,41.876802519,-87.637038312
14863,WEAPONS VIOLATION,Tuesday,06/02/2015,12:41,41.961840239,-87.650232056
14864,THEFT,Tuesday,06/02/2015,13:00,41.769257636,-87.61965013
14865,WEAPONS VIOLATION,Tuesday,06/02/2015,14:13,41.787615128,-87.685086054
14866,BATTERY,Tuesday,06/02/2015,12:55,41.797301563,-87.752097534
14867,THEFT,Monday,06/01/2015,23:30,42.010551187,-87.675387256
14868,THEFT,Tuesday,06/02/2015,08:00,41.876577998,-87.76082755
14869,THEFT,Monday,06/01/2015,08:30,42.009269306,-87.675326876
14870,THEFT,Wednesday,05/20/2015,18:00,41.928324452,-87.656135097
14871,THEFT,Tuesday,06/02/2015,08:30,41.78696081,-87.622266229
14872,ROBBERY,Friday,05/29/2015,21:00,41.892353434,-87.706461515
14873,THEFT,Friday,05/29/2015,13:30,41.895985512,-87.702216735
14874,ASSAULT,Tuesday,06/02/2015,08:24,41.899609477,-87.717670986
14875,BATTERY,Friday,05/29/2015,16:00,41.898862418,-87.771615009
14876,ROBBERY,Monday,06/01/2015,17:00,41.876650954,-87.755667879
14877,ASSAULT,Tuesday,06/02/2015,11:50,41.729633722,-87.557981557
14878,THEFT,Monday,06/01/2015,19:00,41.77999909,-87.700726529
14879,BATTERY,Monday,06/01/2015,15:45,41.743989099,-87.694909404
14880,BATTERY,Tuesday,06/02/2015,09:12,41.721225977,-87.661859798
14881,THEFT,Monday,06/01/2015,22:00,41.746329876,-87.618024251
14882,THEFT,Sunday,05/31/2015,15:00,41.741000671,-87.624261156
14883,THEFT,Monday,06/01/2015,20:00,41.992181619,-87.700281471
14884,THEFT,Monday,06/01/2015,19:00,41.778660358,-87.693381423
14885,THEFT,Monday,06/01/2015,20:00,41.773007873,-87.571595367
14886,THEFT,Sunday,05/31/2015,23:00,41.918598415,-87.650950627
14887,THEFT,Saturday,05/30/2015,12:00,41.903261332,-87.672607125
14888,THEFT,Sunday,05/31/2015,20:00,41.740536025,-87.71027433
14889,ASSAULT,Tuesday,06/02/2015,09:20,41.902664851,-87.642594393
14890,THEFT,Tuesday,06/02/2015,09:45,41.711540259,-87.672098354
14891,BATTERY,Tuesday,06/02/2015,08:24,41.924323419,-87.739966277
14892,THEFT,Monday,06/01/2015,21:00,41.767134183,-87.569392162
14893,SEX OFFENSE,Tuesday,06/02/2015,09:40,41.939670732,-87.654096445
14894,THEFT,Thursday,05/28/2015,12:30,41.738420419,-87.562382589
14895,WEAPONS VIOLATION,Monday,06/01/2015,22:48,41.894520289,-87.713844933
14896,THEFT,Monday,06/01/2015,11:00,41.886323884,-87.660787465
14897,THEFT,Monday,06/01/2015,20:00,41.917382801,-87.635439976
14898,ROBBERY,Sunday,05/31/2015,16:30,41.809125265,-87.631906508
14899,THEFT,Monday,06/01/2015,20:00,41.765320781,-87.60801171
14900,ASSAULT,Monday,06/01/2015,20:00,41.723048035,-87.62748798
14901,ARSON,Monday,06/01/2015,21:40,41.720754358,-87.536498634
14902,ASSAULT,Monday,06/01/2015,18:56,41.749274836,-87.662197894
14903,BATTERY,Tuesday,06/02/2015,04:30,41.973401004,-87.665528062
14904,ROBBERY,Monday,06/01/2015,22:45,41.800615481,-87.689106709
14905,BATTERY,Tuesday,06/02/2015,02:15,41.88705768,-87.647514742
14906,THEFT,Monday,05/25/2015,17:00,41.925133842,-87.718230403
14907,ROBBERY,Tuesday,06/02/2015,03:20,41.769610491,-87.680842754
14908,ARSON,Tuesday,06/02/2015,03:30,41.857311249,-87.653720596
14909,THEFT,Monday,06/01/2015,23:30,42.016488866,-87.683447657
14910,ROBBERY,Tuesday,06/02/2015,01:45,41.766434342,-87.628189272
14911,ROBBERY,Monday,06/01/2015,18:00,41.968810413,-87.675110943
14912,BATTERY,Monday,06/01/2015,21:30,41.798460903,-87.686608766
14913,ASSAULT,Monday,06/01/2015,22:58,41.895316533,-87.728855998
14914,THEFT,Monday,06/01/2015,22:38,41.965606434,-87.759196491
14915,BATTERY,Monday,06/01/2015,22:45,41.783630989,-87.72534494
14916,WEAPONS VIOLATION,Monday,06/01/2015,22:16,41.902718517,-87.720715747
14917,ASSAULT,Monday,06/01/2015,18:17,41.765738121,-87.613717946
14918,WEAPONS VIOLATION,Monday,06/01/2015,20:20,41.88728285,-87.756894211
14919,BATTERY,Monday,06/01/2015,22:30,41.686879951,-87.622933681
14920,BATTERY,Monday,06/01/2015,19:43,41.747197752,-87.631034594
14921,THEFT,Monday,06/01/2015,09:00,41.914204099,-87.633490624
14922,THEFT,Monday,06/01/2015,19:30,41.912733991,-87.662123151
14923,CRIM SEXUAL ASSAULT,Friday,05/29/2015,12:00,41.877111469,-87.723714312
14924,THEFT,Friday,05/29/2015,18:30,41.911678633,-87.625751594
14925,BATTERY,Monday,06/01/2015,20:45,41.679413382,-87.641959693
14926,ASSAULT,Monday,06/01/2015,19:16,41.700381668,-87.560775501
14927,THEFT,Monday,06/01/2015,13:30,41.769883009,-87.594847783
14928,ROBBERY,Monday,06/01/2015,20:30,41.69431098,-87.67346484
14929,ROBBERY,Monday,06/01/2015,13:46,41.761440261,-87.59208932
14930,THEFT,Saturday,05/30/2015,23:00,41.979878262,-87.66616285
14931,THEFT,Sunday,05/31/2015,23:00,41.949819733,-87.743644922
14932,ASSAULT,Monday,06/01/2015,18:56,41.749274836,-87.662197894
14933,THEFT,Monday,06/01/2015,16:10,41.878152755,-87.630292922
14934,ASSAULT,Monday,06/01/2015,13:50,41.747332328,-87.549171709
14935,BATTERY,Monday,06/01/2015,16:25,41.765738121,-87.613717946
14936,ROBBERY,Monday,06/01/2015,04:00,41.866996231,-87.62741936
14937,THEFT,Monday,06/01/2015,09:00,41.789931189,-87.664480186
14938,BATTERY,Monday,06/01/2015,14:15,42.017938476,-87.682115453
14939,THEFT,Monday,06/01/2015,14:28,41.907566599,-87.670626711
14940,THEFT,Monday,06/01/2015,02:00,41.938676498,-87.67707488
14941,THEFT,Monday,06/01/2015,12:00,41.791344209,-87.662078267
14942,THEFT,Monday,06/01/2015,14:00,41.882029521,-87.726891763
14943,THEFT,Friday,05/15/2015,20:30,41.884812928,-87.714173749
14944,THEFT,Sunday,05/31/2015,16:00,41.950338814,-87.739467735
14945,THEFT,Sunday,05/31/2015,12:30,41.891579733,-87.634692561
14946,BATTERY,Sunday,05/31/2015,13:30,41.771238099,-87.680884913
14947,THEFT,Monday,05/25/2015,18:30,41.717514155,-87.664425782
14948,BATTERY,Monday,06/01/2015,11:40,41.89359941,-87.760594765
14949,THEFT,Thursday,05/28/2015,17:00,42.010413978,-87.661178143
14950,THEFT,Sunday,05/31/2015,00:00,41.986688025,-87.673529094
14951,ASSAULT,Monday,06/01/2015,14:00,41.787526687,-87.741405419
14952,BATTERY,Sunday,05/31/2015,22:00,41.798581338,-87.665923232
14953,BATTERY,Sunday,05/31/2015,13:43,41.697729509,-87.628032203
14954,ROBBERY,Sunday,05/03/2015,11:00,41.653297739,-87.608911276
14955,THEFT,Friday,05/29/2015,16:00,41.771789341,-87.660364917
14956,THEFT,Sunday,05/31/2015,17:00,41.774533277,-87.592939416
14957,ASSAULT,Wednesday,05/27/2015,11:12,41.755970933,-87.65704844
14958,THEFT,Monday,06/01/2015,10:30,41.934824387,-87.697699335
14959,BATTERY,Monday,06/01/2015,11:15,41.873855027,-87.762346249
14960,ROBBERY,Sunday,05/31/2015,22:30,41.712456039,-87.620106677
14961,THEFT,Sunday,05/31/2015,21:48,41.901847447,-87.736126393
14962,THEFT,Sunday,05/31/2015,18:30,41.747348741,-87.547958558
14963,THEFT,Thursday,05/14/2015,22:00,41.959485786,-87.689663489
14964,THEFT,Monday,06/01/2015,00:30,41.775861075,-87.634941693
14965,THEFT,Friday,05/29/2015,17:00,41.969465516,-87.789208461
14966,THEFT,Wednesday,05/20/2015,09:00,41.796610604,-87.583982826
14967,THEFT,Sunday,05/31/2015,23:00,41.764106016,-87.576256836
14968,THEFT,Sunday,05/31/2015,19:00,41.806179391,-87.656395958
14969,THEFT,Sunday,05/31/2015,14:00,41.854940027,-87.707781367
14970,THEFT,Monday,06/01/2015,08:30,41.806889421,-87.607726411
14971,THEFT,Monday,05/25/2015,15:00,41.892265398,-87.772205369
14972,THEFT,Monday,06/01/2015,00:30,41.904370109,-87.631460067
14973,ASSAULT,Friday,05/29/2015,15:15,41.78397523,-87.69718584
14974,THEFT,Monday,06/01/2015,03:00,41.893111762,-87.751479453
14975,THEFT,Sunday,05/31/2015,20:00,41.962562376,-87.733820615
14976,THEFT,Sunday,05/31/2015,08:00,41.957028853,-87.670699065
14977,THEFT,Sunday,05/31/2015,23:50,41.887897754,-87.770767229
14978,BATTERY,Monday,06/01/2015,08:20,41.824933076,-87.623104662
14979,THEFT,Sunday,05/31/2015,20:00,41.956118107,-87.651539483
14980,BATTERY,Monday,06/01/2015,07:30,41.924960453,-87.683271308
14981,THEFT,Sunday,05/31/2015,15:00,41.794828373,-87.580442725
14982,THEFT,Sunday,05/31/2015,21:30,41.795953759,-87.596561899
14983,THEFT,Monday,06/01/2015,01:00,41.872996931,-87.730300032
14984,THEFT,Sunday,05/31/2015,18:00,41.930797089,-87.719612922
14985,THEFT,Sunday,05/31/2015,13:00,41.97127121,-87.686566214
14986,WEAPONS VIOLATION,Monday,06/01/2015,03:34,41.851704621,-87.710319822
14987,THEFT,Monday,06/01/2015,02:00,41.901218578,-87.756985614
14988,ROBBERY,Monday,06/01/2015,04:10,41.750410496,-87.602733865
14989,THEFT,Monday,06/01/2015,01:21,41.976063477,-87.751883438
14990,ROBBERY,Monday,06/01/2015,00:01,42.012657953,-87.673341704
14991,ROBBERY,Sunday,05/31/2015,23:15,41.714093352,-87.633775793
14992,ROBBERY,Sunday,05/31/2015,22:22,41.880903366,-87.712324013
14993,WEAPONS VIOLATION,Sunday,05/31/2015,22:30,41.893452894,-87.759281189
14994,ROBBERY,Sunday,05/31/2015,23:45,41.864694124,-87.651546155
14995,WEAPONS VIOLATION,Sunday,05/31/2015,22:30,41.808928535,-87.601687852
14996,WEAPONS VIOLATION,Sunday,05/31/2015,20:52,41.718520594,-87.537702009
14997,BATTERY,Sunday,05/31/2015,21:00,41.918247712,-87.712461779
14998,THEFT,Saturday,05/30/2015,23:00,41.906962748,-87.701271041
14999,THEFT,Sunday,05/31/2015,14:00,41.929638477,-87.752749901
15000,THEFT,Saturday,05/30/2015,21:00,41.850483851,-87.724730647
15001,WEAPONS VIOLATION,Sunday,05/31/2015,18:29,41.722335711,-87.632166215
15002,THEFT,Sunday,05/31/2015,18:00,41.954879798,-87.670640447
15003,THEFT,Sunday,05/31/2015,10:00,41.897960922,-87.63212897
15004,THEFT,Sunday,05/31/2015,12:45,41.958456034,-87.652441062
15005,THEFT,Saturday,05/30/2015,21:00,41.929267846,-87.715897544
15006,THEFT,Saturday,05/30/2015,19:00,41.840195677,-87.713455396
15007,THEFT,Saturday,05/30/2015,21:20,41.740489542,-87.54418017
15008,ASSAULT,Sunday,05/31/2015,14:55,41.694047479,-87.653215849
15009,BATTERY,Sunday,05/31/2015,14:15,41.795155475,-87.701164266
15010,THEFT,Sunday,05/31/2015,15:15,41.883222953,-87.625635993
15011,BATTERY,Friday,05/29/2015,20:58,41.909730421,-87.755737112
15012,THEFT,Saturday,05/30/2015,05:00,41.916924023,-87.681100587
15013,ASSAULT,Sunday,05/31/2015,13:00,41.87529222,-87.72374996
15014,BATTERY,Sunday,05/31/2015,14:15,41.881242149,-87.73794874
15015,THEFT,Sunday,05/31/2015,07:57,41.881970254,-87.660572396
15016,THEFT,Saturday,05/30/2015,16:30,41.91681293,-87.654360929
15017,BATTERY,Sunday,05/31/2015,12:59,41.952732517,-87.8089306
15018,THEFT,Saturday,05/30/2015,16:30,41.980408294,-87.662464757
15019,THEFT,Sunday,05/31/2015,00:01,41.929950545,-87.727632435
15020,BATTERY,Sunday,05/31/2015,12:15,41.989396747,-87.806878875
15021,THEFT,Saturday,05/30/2015,20:00,41.954166022,-87.760887361
15022,THEFT,Saturday,05/30/2015,18:00,41.754854637,-87.567507426
15023,THEFT,Sunday,05/31/2015,11:00,41.857820381,-87.664720308
15024,THEFT,Friday,05/29/2015,17:00,41.817969217,-87.609215504
15025,ROBBERY,Sunday,05/31/2015,04:30,41.92173322,-87.653878854
15026,THEFT,Saturday,05/30/2015,20:00,41.929628619,-87.652534573
15027,THEFT,Sunday,05/31/2015,03:30,41.855870568,-87.72727477
15028,ASSAULT,Sunday,05/31/2015,10:40,41.75164662,-87.572888766
15029,THEFT,Friday,05/15/2015,23:00,41.800557183,-87.595049488
15030,ROBBERY,Sunday,05/31/2015,06:00,41.880367915,-87.755370011
15031,ROBBERY,Sunday,05/31/2015,04:00,41.81508969,-87.702615375
15032,THEFT,Sunday,05/31/2015,00:30,41.95285778,-87.649658898
15033,THEFT,Saturday,05/30/2015,21:00,42.001739212,-87.669598882
15034,THEFT,Saturday,05/30/2015,20:00,41.758273773,-87.554811094
15035,THEFT,Sunday,05/31/2015,01:30,41.912131075,-87.663202254
15036,THEFT,Friday,05/29/2015,00:01,41.967738791,-87.770859578
15037,THEFT,Sunday,05/31/2015,00:01,41.768382919,-87.644495002
15038,BATTERY,Sunday,05/31/2015,01:30,41.871887199,-87.704017962
15039,WEAPONS VIOLATION,Sunday,05/31/2015,00:58,41.851589741,-87.721622293
15040,ROBBERY,Sunday,05/31/2015,02:40,41.806979867,-87.601651338
15041,ROBBERY,Saturday,05/30/2015,23:00,41.758529857,-87.566364189
15042,THEFT,Sunday,05/31/2015,01:00,41.904463646,-87.640536221
15043,WEAPONS VIOLATION,Sunday,05/31/2015,00:33,41.952961354,-87.706764987
15044,ASSAULT,Sunday,05/31/2015,01:24,41.814443054,-87.640395708
15045,BATTERY,Saturday,05/30/2015,22:37,41.780782295,-87.667886045
15046,BATTERY,Saturday,05/30/2015,21:40,41.753160254,-87.741494055
15047,THEFT,Saturday,05/30/2015,01:30,41.993558083,-87.811332495
15048,ASSAULT,Saturday,05/30/2015,12:00,41.774609286,-87.683515979
15049,THEFT,Saturday,05/30/2015,10:00,41.897413995,-87.634695089
15050,BATTERY,Tuesday,05/26/2015,17:00,41.963653868,-87.651106166
15051,BATTERY,Saturday,05/30/2015,13:25,41.968277434,-87.724739615
15052,THEFT,Saturday,05/30/2015,14:00,41.891720013,-87.648412441
15053,THEFT,Friday,05/29/2015,18:00,41.966936641,-87.766226157
15054,ASSAULT,Saturday,05/30/2015,14:35,41.843698882,-87.633022705
15055,THEFT,Saturday,05/30/2015,05:00,41.755381743,-87.564660814
15056,THEFT,Saturday,05/23/2015,15:00,41.849987061,-87.685579842
15057,ASSAULT,Saturday,05/30/2015,11:36,41.744451811,-87.566806585
15058,THEFT,Saturday,05/30/2015,15:25,41.884893942,-87.660754721
15059,THEFT,Friday,05/29/2015,19:30,41.915157165,-87.653265228
15060,THEFT,Saturday,05/30/2015,13:45,42.002848755,-87.660794204
15061,THEFT,Friday,05/29/2015,23:30,41.878976417,-87.642566813
15062,WEAPONS VIOLATION,Saturday,05/30/2015,04:26,41.739635912,-87.649015994
15063,ROBBERY,Saturday,05/30/2015,00:30,41.887765041,-87.625696039
15064,THEFT,Friday,05/29/2015,21:00,41.782466265,-87.660641936
15065,THEFT,Friday,05/29/2015,16:00,41.758610333,-87.555880914
15066,THEFT,Friday,05/29/2015,22:30,41.723057254,-87.661060484
15067,THEFT,Saturday,05/30/2015,12:15,41.903773922,-87.639474705
15068,ASSAULT,Saturday,05/30/2015,02:00,41.857744618,-87.71029791
15069,THEFT,Saturday,05/30/2015,11:55,41.786951542,-87.650133759
15070,THEFT,Friday,05/29/2015,20:00,41.981692025,-87.667081786
15071,ASSAULT,Saturday,05/30/2015,10:45,41.735647291,-87.674170358
15072,THEFT,Saturday,05/30/2015,04:00,41.776719974,-87.690893041
15073,ASSAULT,Saturday,05/30/2015,11:13,41.967376318,-87.679148453
15074,THEFT,Friday,05/29/2015,18:00,41.910344161,-87.685605555
15075,BATTERY,Saturday,05/30/2015,08:45,41.880110365,-87.773174665
15076,THEFT,Friday,05/29/2015,20:00,41.909361011,-87.683536141
15077,ROBBERY,Saturday,05/30/2015,07:40,41.759542146,-87.640612809
15078,THEFT,Thursday,05/28/2015,01:00,41.949649326,-87.64407246
15079,THEFT,Saturday,05/30/2015,01:00,41.696178319,-87.709549232
15080,THEFT,Friday,05/29/2015,23:40,41.705544597,-87.677967946
15081,THEFT,Friday,05/29/2015,16:30,42.01886849,-87.693289684
15082,BATTERY,Friday,05/29/2015,15:30,41.683148171,-87.646953406
15083,THEFT,Friday,05/29/2015,01:00,42.017842906,-87.694900772
15084,THEFT,Friday,05/29/2015,19:00,41.800448258,-87.605503207
15085,BATTERY,Saturday,05/30/2015,02:30,41.766362967,-87.654149794
15086,ROBBERY,Saturday,05/30/2015,03:30,41.787650856,-87.687531457
15087,BATTERY,Saturday,05/30/2015,05:00,41.807510157,-87.685388034
15088,BATTERY,Saturday,05/30/2015,03:45,41.884389103,-87.706866213
15089,BATTERY,Saturday,05/30/2015,03:19,41.818957885,-87.643670782
15090,THEFT,Friday,05/29/2015,22:00,41.724175323,-87.66031619
15091,THEFT,Saturday,05/30/2015,01:46,41.891006903,-87.620077737
15092,BATTERY,Saturday,05/30/2015,03:10,41.846660545,-87.724627418
15093,BATTERY,Saturday,05/30/2015,02:10,41.885913346,-87.649818573
15094,WEAPONS VIOLATION,Saturday,05/30/2015,03:03,41.752282974,-87.656181949
15095,BATTERY,Saturday,05/30/2015,04:45,41.736958194,-87.548671393
15096,THEFT,Friday,05/29/2015,08:30,41.897100256,-87.731461749
15097,THEFT,Saturday,05/30/2015,03:19,41.705515611,-87.674339061
15098,BATTERY,Saturday,05/30/2015,01:30,41.911425384,-87.672600087
15099,BATTERY,Friday,05/29/2015,23:57,41.770639877,-87.585007336
15100,ROBBERY,Saturday,05/30/2015,04:20,41.750832464,-87.605224746
15101,ROBBERY,Friday,05/29/2015,22:00,41.651821503,-87.616827792
15102,BATTERY,Friday,05/29/2015,23:31,41.910877469,-87.68967447
15103,WEAPONS VIOLATION,Friday,05/29/2015,23:11,41.862506448,-87.705861064
15104,BATTERY,Saturday,05/30/2015,00:21,41.777521134,-87.63625819
15105,BATTERY,Saturday,05/30/2015,01:02,41.751329969,-87.601030331
15106,BATTERY,Friday,05/29/2015,22:00,41.733289529,-87.549947051
15107,ROBBERY,Saturday,05/30/2015,01:50,41.949071205,-87.759477229
15108,WEAPONS VIOLATION,Saturday,05/30/2015,00:06,41.654763578,-87.608532584
15109,ASSAULT,Friday,05/29/2015,12:55,41.710681174,-87.634515976
15110,ROBBERY,Saturday,05/30/2015,00:45,41.73392327,-87.635044476
