Offense_ID,Offense,Classification
33246,robbery,ROBBERY
33247,robbery,ROBBERY
33248,larceny,ROBBERY
33249,larceny,ROBBERY
33250,larceny,ROBBERY
33251,larceny,ROBBERY
33252,larceny,ROBBERY
33253,larceny,ROBBERY
33254,aggravated-assault,ROBBERY
33255,larceny,ROBBERY
33256,robbery,ROBBERY
33257,larceny,ROBBERY
33258,robbery,ROBBERY
33259,larceny,ROBBERY
33260,larceny,ROBBERY
33261,larceny,ROBBERY
33262,larceny,ROBBERY
33263,larceny,ROBBERY
33264,larceny,ROBBERY
33265,larceny,ROBBERY
33266,larceny,ROBBERY
33267,larceny,ROBBERY
33268,aggravated-assault,ROBBERY
33269,larceny,ROBBERY
33270,larceny,ROBBERY
33271,larceny,ROBBERY
33272,larceny,ROBBERY
33273,aggravated-assault,ASSAULT
33274,larceny,ROBBERY
33275,larceny,ROBBERY
33276,aggravated-assault,ROBBERY
33277,robbery,ROBBERY
33278,larceny,ROBBERY
33279,robbery,ROBBERY
33280,larceny,ROBBERY
33281,robbery,ROBBERY
33282,robbery,ROBBERY
33283,larceny,ROBBERY
33284,robbery,ROBBERY
33285,larceny,ROBBERY
33286,larceny,ROBBERY
33287,larceny,ROBBERY
33288,larceny,ROBBERY
33289,larceny,ROBBERY
33290,aggravated-assault,ASSAULT
33291,larceny,ROBBERY
33292,aggravated-assault,ROBBERY
33293,larceny,ROBBERY
33294,larceny,ROBBERY
33295,aggravated-assault,ASSAULT
33296,larceny,ROBBERY
33297,aggravated-assault,ASSAULT
33298,larceny,ROBBERY
33299,larceny,ROBBERY
33300,larceny,ROBBERY
33301,robbery,ROBBERY
33302,larceny,ROBBERY
33303,larceny,ROBBERY
33304,larceny,ROBBERY
33305,larceny,ROBBERY
33306,larceny,ROBBERY
33307,larceny,ROBBERY
33308,robbery,ROBBERY
33309,larceny,ROBBERY
33310,larceny,ROBBERY
33311,larceny,ROBBERY
33312,larceny,ROBBERY
33313,larceny,ROBBERY
33314,larceny,ROBBERY
33315,larceny,ROBBERY
33316,larceny,ROBBERY
33317,larceny,ROBBERY
33318,larceny,ROBBERY
33319,larceny,ROBBERY
33320,larceny,ROBBERY
33321,larceny,ROBBERY
33322,aggravated-assault,ROBBERY
33323,larceny,ROBBERY
33324,aggravated-assault,ASSAULT
33325,larceny,ROBBERY
33326,robbery,ROBBERY
33327,larceny,ROBBERY
33328,larceny,ROBBERY
33329,larceny,ROBBERY
33330,larceny,ROBBERY
33331,larceny,ROBBERY
33332,larceny,ROBBERY
33333,larceny,ROBBERY
33334,aggravated-assault,ROBBERY
33335,larceny,ROBBERY
33336,larceny,ROBBERY
33337,larceny,ROBBERY
33338,aggravated-assault,ASSAULT
33339,larceny,ROBBERY
33340,larceny,ROBBERY
33341,aggravated-assault,ROBBERY
33342,larceny,ROBBERY
33343,robbery,ROBBERY
33344,larceny,ROBBERY
33345,robbery,ROBBERY
33346,larceny,ROBBERY
33347,robbery,ROBBERY
33348,larceny,ROBBERY
33349,larceny,ROBBERY
33350,larceny,ROBBERY
33351,larceny,ROBBERY
33352,aggravated-assault,ROBBERY
33353,larceny,ROBBERY
33354,aggravated-assault,ASSAULT
33355,robbery,ROBBERY
33356,robbery,ROBBERY
33357,aggravated-assault,ASSAULT
33358,robbery,ROBBERY
33359,aggravated-assault,ROBBERY
33360,aggravated-assault,ROBBERY
33361,larceny,ROBBERY
33362,larceny,ROBBERY
33363,larceny,ROBBERY
33364,larceny,ROBBERY
33365,larceny,ROBBERY
33366,aggravated-assault,ASSAULT
33367,aggravated-assault,ASSAULT
33368,larceny,ROBBERY
33369,larceny,ROBBERY
33370,robbery,ROBBERY
33371,aggravated-assault,ROBBERY
33372,aggravated-assault,ROBBERY
33373,larceny,ROBBERY
33374,larceny,ROBBERY
33375,aggravated-assault,ROBBERY
33376,larceny,ROBBERY
33377,larceny,ROBBERY
33378,larceny,ROBBERY
33379,larceny,ROBBERY
33380,larceny,ROBBERY
33381,aggravated-assault,ASSAULT
33382,larceny,ROBBERY
33383,robbery,ROBBERY
33384,larceny,ROBBERY
33385,larceny,ROBBERY
33386,larceny,ROBBERY
33387,robbery,ROBBERY
33388,robbery,ROBBERY
33389,larceny,ROBBERY
33390,larceny,ROBBERY
33391,aggravated-assault,ASSAULT
33392,larceny,ROBBERY
33393,larceny,ROBBERY
33394,aggravated-assault,ASSAULT
33395,aggravated-assault,ASSAULT
33396,robbery,ROBBERY
33397,larceny,ROBBERY
33398,larceny,ROBBERY
33399,aggravated-assault,ASSAULT
33400,larceny,ROBBERY
33401,larceny,ROBBERY
33402,larceny,ROBBERY
33403,larceny,ROBBERY
33404,larceny,ROBBERY
33405,larceny,ROBBERY
33406,larceny,ROBBERY
33407,larceny,ROBBERY
33408,robbery,ROBBERY
33409,larceny,ROBBERY
33410,larceny,ROBBERY
33411,larceny,ROBBERY
33412,larceny,ROBBERY
33413,robbery,ROBBERY
33414,aggravated-assault,ROBBERY
33415,aggravated-assault,ROBBERY
33416,larceny,ROBBERY
33417,aggravated-assault,ASSAULT
33418,robbery,ROBBERY
33419,larceny,ROBBERY
33420,larceny,ROBBERY
33421,larceny,ROBBERY
33422,larceny,ROBBERY
33423,larceny,ROBBERY
33424,murder,ROBBERY
33425,aggravated-assault,ROBBERY
33426,larceny,ROBBERY
33427,robbery,ROBBERY
33428,larceny,ROBBERY
33429,larceny,ROBBERY
33430,aggravated-assault,ROBBERY
33431,larceny,ROBBERY
33432,larceny,ROBBERY
33433,larceny,ROBBERY
33434,larceny,ROBBERY
33435,robbery,ROBBERY
33436,larceny,ROBBERY
33437,aggravated-assault,ROBBERY
33438,robbery,ROBBERY
33439,robbery,ROBBERY
33440,larceny,ROBBERY
33441,robbery,ROBBERY
33442,larceny,ROBBERY
33443,larceny,ROBBERY
33444,robbery,ROBBERY
33445,robbery,ROBBERY
33446,larceny,ROBBERY
33447,larceny,ROBBERY
33448,larceny,ROBBERY
33449,robbery,ROBBERY
33450,aggravated-assault,ASSAULT
33451,larceny,ROBBERY
33452,robbery,ROBBERY
33453,robbery,ROBBERY
33454,robbery,ROBBERY
33455,aggravated-assault,ASSAULT
33456,larceny,ROBBERY
33457,larceny,ROBBERY
33458,larceny,ROBBERY
33459,aggravated-assault,ROBBERY
33460,robbery,ROBBERY
33461,larceny,ROBBERY
33462,larceny,ROBBERY
33463,larceny,ROBBERY
33464,aggravated-assault,ASSAULT
33465,larceny,ROBBERY
33466,larceny,ROBBERY
33467,larceny,ROBBERY
33468,aggravated-assault,ROBBERY
33469,aggravated-assault,ASSAULT
33470,larceny,ROBBERY
33471,robbery,ROBBERY
33472,larceny,ROBBERY
33473,larceny,ROBBERY
33474,larceny,ROBBERY
33475,larceny,ROBBERY
33476,larceny,ROBBERY
33477,robbery,ROBBERY
33478,robbery,ROBBERY
33479,larceny,ROBBERY
33480,aggravated-assault,ROBBERY
33481,robbery,ROBBERY
33482,larceny,ROBBERY
33483,larceny,ROBBERY
33484,larceny,ROBBERY
33485,larceny,ROBBERY
33486,larceny,ROBBERY
33487,larceny,ROBBERY
33488,larceny,ROBBERY
33489,robbery,ROBBERY
33490,larceny,ROBBERY
33491,larceny,ROBBERY
33492,larceny,ROBBERY
33493,larceny,ROBBERY
33494,larceny,ROBBERY
33495,robbery,ROBBERY
33496,aggravated-assault,ROBBERY
33497,larceny,ROBBERY
33498,larceny,ROBBERY
33499,larceny,ROBBERY
33500,larceny,ROBBERY
33501,larceny,ROBBERY
33502,larceny,ROBBERY
33503,larceny,ROBBERY
33504,larceny,ROBBERY
33505,larceny,ROBBERY
33506,larceny,ROBBERY
33507,larceny,ROBBERY
33508,larceny,ROBBERY
33509,larceny,ROBBERY
33510,robbery,ROBBERY
33511,larceny,ROBBERY
33512,aggravated-assault,ASSAULT
33513,aggravated-assault,ROBBERY
33514,murder,ROBBERY
33515,larceny,ROBBERY
33516,larceny,ROBBERY
33517,larceny,ROBBERY
33518,robbery,ROBBERY
33519,aggravated-assault,ASSAULT
33520,larceny,ROBBERY
33521,aggravated-assault,ROBBERY
33522,larceny,ROBBERY
33523,larceny,ROBBERY
33524,larceny,ROBBERY
33525,larceny,ROBBERY
33526,larceny,ROBBERY
33527,larceny,ROBBERY
33528,larceny,ROBBERY
33529,larceny,ROBBERY
33530,larceny,ROBBERY
33531,larceny,ROBBERY
33532,larceny,ROBBERY
33533,larceny,ROBBERY
33534,aggravated-assault,ASSAULT
33535,larceny,ROBBERY
33536,larceny,ROBBERY
33537,aggravated-assault,ROBBERY
33538,larceny,ROBBERY
33539,larceny,ROBBERY
33540,larceny,ROBBERY
33541,larceny,ROBBERY
33542,larceny,ROBBERY
33543,larceny,ROBBERY
33544,larceny,ROBBERY
33545,larceny,ROBBERY
33546,robbery,ROBBERY
33547,aggravated-assault,ASSAULT
33548,larceny,ROBBERY
33549,aggravated-assault,ROBBERY
33550,larceny,ROBBERY
33551,aggravated-assault,ASSAULT
33552,larceny,ROBBERY
33553,larceny,ROBBERY
33554,larceny,ROBBERY
33555,larceny,ROBBERY
33556,larceny,ROBBERY
33557,robbery,ROBBERY
33558,aggravated-assault,ROBBERY
33559,larceny,ROBBERY
33560,larceny,ROBBERY
33561,larceny,ROBBERY
33562,larceny,ROBBERY
33563,larceny,ROBBERY
33564,larceny,ROBBERY
33565,aggravated-assault,ROBBERY
33566,larceny,ROBBERY
33567,larceny,ROBBERY
33568,larceny,ROBBERY
33569,robbery,ROBBERY
33570,larceny,ROBBERY
33571,larceny,ROBBERY
33572,larceny,ROBBERY
33573,larceny,ROBBERY
33574,larceny,ROBBERY
33575,larceny,ROBBERY
33576,larceny,ROBBERY
33577,larceny,ROBBERY
33578,larceny,ROBBERY
33579,larceny,ROBBERY
33580,larceny,ROBBERY
33581,larceny,ROBBERY
33582,larceny,ROBBERY
33583,aggravated-assault,ASSAULT
33584,aggravated-assault,ROBBERY
33585,larceny,ROBBERY
33586,aggravated-assault,ROBBERY
33587,robbery,ROBBERY
33588,robbery,ROBBERY
33589,aggravated-assault,ROBBERY
33590,larceny,ROBBERY
33591,larceny,ROBBERY
33592,robbery,ROBBERY
33593,larceny,ROBBERY
33594,robbery,ROBBERY
33595,aggravated-assault,ASSAULT
33596,larceny,ROBBERY
33597,larceny,ROBBERY
33598,larceny,ROBBERY
33599,larceny,ROBBERY
33600,larceny,ROBBERY
33601,larceny,ROBBERY
33602,aggravated-assault,ROBBERY
33603,murder,ROBBERY
33604,robbery,ROBBERY
33605,larceny,ROBBERY
33606,larceny,ROBBERY
33607,aggravated-assault,ASSAULT
33608,larceny,ROBBERY
33609,larceny,ROBBERY
33610,robbery,ROBBERY
33611,larceny,ROBBERY
33612,larceny,ROBBERY
33613,robbery,ROBBERY
33614,larceny,ROBBERY
33615,larceny,ROBBERY
33616,larceny,ROBBERY
33617,robbery,ROBBERY
33618,robbery,ROBBERY
33619,larceny,ROBBERY
33620,aggravated-assault,ASSAULT
33621,aggravated-assault,ASSAULT
33622,aggravated-assault,ASSAULT
33623,robbery,ROBBERY
33624,larceny,ROBBERY
33625,larceny,ROBBERY
33626,robbery,ROBBERY
33627,larceny,ROBBERY
33628,larceny,ROBBERY
33629,larceny,ROBBERY
33630,aggravated-assault,ROBBERY
33631,aggravated-assault,ASSAULT
33632,larceny,ROBBERY
33633,robbery,ROBBERY
33634,aggravated-assault,ASSAULT
33635,larceny,ROBBERY
33636,larceny,ROBBERY
33637,larceny,ROBBERY
33638,aggravated-assault,ASSAULT
33639,aggravated-assault,ASSAULT
33640,aggravated-assault,ASSAULT
33641,aggravated-assault,ASSAULT
33642,larceny,ROBBERY
33643,larceny,ROBBERY
33644,larceny,ROBBERY
33645,aggravated-assault,ROBBERY
33646,larceny,ROBBERY
33647,aggravated-assault,ASSAULT
33648,larceny,ROBBERY
33649,larceny,ROBBERY
33650,larceny,ROBBERY
33651,larceny,ROBBERY
33652,larceny,ROBBERY
33653,larceny,ROBBERY
33654,larceny,ROBBERY
33655,aggravated-assault,ROBBERY
33656,larceny,ROBBERY
33657,larceny,ROBBERY
33658,larceny,ROBBERY
33659,larceny,ROBBERY
33660,aggravated-assault,ROBBERY
33661,robbery,ROBBERY
33662,aggravated-assault,ROBBERY
33663,larceny,ROBBERY
33664,aggravated-assault,ASSAULT
33665,larceny,ROBBERY
33666,larceny,ROBBERY
33667,larceny,ROBBERY
33668,robbery,ROBBERY
33669,robbery,ROBBERY
33670,larceny,ROBBERY
33671,larceny,ROBBERY
33672,robbery,ROBBERY
33673,larceny,ROBBERY
33674,aggravated-assault,ASSAULT
33675,larceny,ROBBERY
33676,larceny,ROBBERY
33677,larceny,ROBBERY
33678,larceny,ROBBERY
33679,larceny,ROBBERY
33680,robbery,ROBBERY
33681,larceny,ROBBERY
33682,larceny,ROBBERY
33683,larceny,ROBBERY
33684,larceny,ROBBERY
33685,aggravated-assault,ASSAULT
33686,larceny,ROBBERY
33687,aggravated-assault,ROBBERY
33688,larceny,ROBBERY
33689,aggravated-assault,ASSAULT
33690,aggravated-assault,ASSAULT
33691,robbery,ROBBERY
33692,larceny,ROBBERY
33693,aggravated-assault,ASSAULT
33694,larceny,ROBBERY
33695,larceny,ROBBERY
33696,larceny,ROBBERY
33697,aggravated-assault,ROBBERY
33698,larceny,ROBBERY
33699,larceny,ROBBERY
33700,larceny,ROBBERY
33701,larceny,ROBBERY
33702,larceny,ROBBERY
33703,larceny,ROBBERY
33704,robbery,ROBBERY
33705,aggravated-assault,ROBBERY
33706,larceny,ROBBERY
33707,larceny,ROBBERY
33708,larceny,ROBBERY
33709,aggravated-assault,ROBBERY
33710,aggravated-assault,ASSAULT
33711,aggravated-assault,ASSAULT
33712,larceny,ROBBERY
33713,larceny,ROBBERY
33714,robbery,ROBBERY
33715,larceny,ROBBERY
33716,aggravated-assault,ASSAULT
33717,robbery,ROBBERY
33718,larceny,ROBBERY
33719,aggravated-assault,ASSAULT
33720,aggravated-assault,ROBBERY
33721,aggravated-assault,ROBBERY
33722,larceny,ROBBERY
33723,aggravated-assault,ASSAULT
33724,robbery,ROBBERY
33725,larceny,ROBBERY
33726,larceny,ROBBERY
33727,larceny,ROBBERY
33728,robbery,ROBBERY
33729,aggravated-assault,ROBBERY
33730,larceny,ROBBERY
33731,larceny,ROBBERY
33732,robbery,ROBBERY
33733,larceny,ROBBERY
33734,larceny,ROBBERY
33735,larceny,ROBBERY
33736,aggravated-assault,ROBBERY
33737,larceny,ROBBERY
33738,robbery,ROBBERY
33739,larceny,ROBBERY
33740,aggravated-assault,ROBBERY
33741,robbery,ROBBERY
33742,robbery,ROBBERY
33743,aggravated-assault,ROBBERY
33744,aggravated-assault,ASSAULT
33745,aggravated-assault,ASSAULT
33746,aggravated-assault,ROBBERY
33747,larceny,ROBBERY
33748,larceny,ROBBERY
33749,larceny,ROBBERY
33750,larceny,ROBBERY
33751,larceny,ROBBERY
33752,aggravated-assault,ASSAULT
33753,aggravated-assault,ROBBERY
33754,aggravated-assault,ASSAULT
33755,robbery,ROBBERY
33756,larceny,ROBBERY
33757,larceny,ROBBERY
33758,larceny,ROBBERY
33759,larceny,ROBBERY
33760,aggravated-assault,ROBBERY
33761,aggravated-assault,ROBBERY
33762,larceny,ROBBERY
33763,larceny,ROBBERY
33764,aggravated-assault,ROBBERY
33765,larceny,ROBBERY
33766,larceny,ROBBERY
33767,larceny,ROBBERY
33768,robbery,ROBBERY
33769,aggravated-assault,ROBBERY
33770,larceny,ROBBERY
33771,robbery,ROBBERY
33772,aggravated-assault,ASSAULT
33773,larceny,ROBBERY
33774,larceny,ROBBERY
33775,larceny,ROBBERY
33776,larceny,ROBBERY
33777,larceny,ROBBERY
33778,larceny,ROBBERY
33779,robbery,ROBBERY
33780,larceny,ROBBERY
33781,larceny,ROBBERY
33782,larceny,ROBBERY
33783,aggravated-assault,ASSAULT
33784,larceny,ROBBERY
33785,aggravated-assault,ASSAULT
33786,murder,ROBBERY
33787,aggravated-assault,ASSAULT
33788,aggravated-assault,ROBBERY
33789,larceny,ROBBERY
33790,robbery,ROBBERY
33791,larceny,ROBBERY
33792,robbery,ROBBERY
33793,larceny,ROBBERY
33794,larceny,ROBBERY
33795,larceny,ROBBERY
33796,larceny,ROBBERY
33797,larceny,ROBBERY
33798,larceny,ROBBERY
33799,larceny,ROBBERY
33800,larceny,ROBBERY
33801,larceny,ROBBERY
33802,aggravated-assault,ROBBERY
33803,larceny,ROBBERY
33804,aggravated-assault,ASSAULT
33805,aggravated-assault,ROBBERY
33806,larceny,ROBBERY
33807,aggravated-assault,ASSAULT
33808,larceny,ROBBERY
33809,larceny,ROBBERY
33810,larceny,ROBBERY
33811,larceny,ROBBERY
33812,aggravated-assault,ROBBERY
33813,aggravated-assault,ROBBERY
33814,larceny,ROBBERY
33815,murder,ROBBERY
33816,larceny,ROBBERY
33817,larceny,ROBBERY
33818,larceny,ROBBERY
33819,larceny,ROBBERY
33820,larceny,ROBBERY
33821,robbery,ROBBERY
33822,aggravated-assault,ASSAULT
33823,robbery,ROBBERY
33824,larceny,ROBBERY
33825,larceny,ROBBERY
33826,larceny,ROBBERY
33827,robbery,ROBBERY
33828,aggravated-assault,ROBBERY
33829,larceny,ROBBERY
33830,robbery,ROBBERY
33831,robbery,ROBBERY
33832,larceny,ROBBERY
33833,larceny,ROBBERY
33834,aggravated-assault,ASSAULT
33835,larceny,ROBBERY
33836,robbery,ROBBERY
33837,larceny,ROBBERY
33838,larceny,ROBBERY
33839,larceny,ROBBERY
33840,larceny,ROBBERY
33841,larceny,ROBBERY
33842,aggravated-assault,ASSAULT
33843,larceny,ROBBERY
33844,larceny,ROBBERY
33845,robbery,ROBBERY
33846,larceny,ROBBERY
33847,larceny,ROBBERY
33848,larceny,ROBBERY
33849,larceny,ROBBERY
33850,larceny,ROBBERY
33851,larceny,ROBBERY
33852,larceny,ROBBERY
33853,larceny,ROBBERY
33854,larceny,ROBBERY
33855,larceny,ROBBERY
33856,larceny,ROBBERY
33857,larceny,ROBBERY
33858,larceny,ROBBERY
33859,larceny,ROBBERY
33860,robbery,ROBBERY
33861,robbery,ROBBERY
33862,larceny,ROBBERY
33863,robbery,ROBBERY
33864,robbery,ROBBERY
33865,larceny,ROBBERY
33866,larceny,ROBBERY
33867,larceny,ROBBERY
33868,larceny,ROBBERY
33869,robbery,ROBBERY
33870,larceny,ROBBERY
33871,robbery,ROBBERY
33872,aggravated-assault,ASSAULT
33873,larceny,ROBBERY
33874,larceny,ROBBERY
33875,larceny,ROBBERY
33876,larceny,ROBBERY
33877,robbery,ROBBERY
33878,larceny,ROBBERY
33879,larceny,ROBBERY
33880,larceny,ROBBERY
33881,larceny,ROBBERY
33882,larceny,ROBBERY
33883,larceny,ROBBERY
33884,robbery,ROBBERY
33885,larceny,ROBBERY
33886,larceny,ROBBERY
33887,aggravated-assault,ASSAULT
33888,robbery,ROBBERY
33889,larceny,ROBBERY
33890,robbery,ROBBERY
33891,aggravated-assault,ASSAULT
33892,robbery,ROBBERY
33893,robbery,ROBBERY
33894,larceny,ROBBERY
33895,murder,ROBBERY
33896,larceny,ROBBERY
33897,larceny,ROBBERY
33898,larceny,ROBBERY
33899,robbery,ROBBERY
33900,aggravated-assault,ASSAULT
33901,larceny,ROBBERY
33902,robbery,ROBBERY
33903,larceny,ROBBERY
33904,larceny,ROBBERY
33905,robbery,ROBBERY
33906,aggravated-assault,ASSAULT
33907,aggravated-assault,ASSAULT
33908,aggravated-assault,ASSAULT
33909,aggravated-assault,ASSAULT
33910,robbery,ROBBERY
33911,aggravated-assault,ROBBERY
33912,aggravated-assault,ASSAULT
33913,larceny,ROBBERY
33914,aggravated-assault,ASSAULT
33915,larceny,ROBBERY
33916,larceny,ROBBERY
33917,larceny,ROBBERY
33918,larceny,ROBBERY
33919,larceny,ROBBERY
33920,larceny,ROBBERY
33921,aggravated-assault,ASSAULT
33922,larceny,ROBBERY
33923,larceny,ROBBERY
33924,larceny,ROBBERY
33925,robbery,ROBBERY
33926,larceny,ROBBERY
33927,larceny,ROBBERY
33928,larceny,ROBBERY
33929,larceny,ROBBERY
33930,larceny,ROBBERY
33931,larceny,ROBBERY
33932,aggravated-assault,ASSAULT
33933,larceny,ROBBERY
33934,larceny,ROBBERY
33935,aggravated-assault,ROBBERY
33936,larceny,ROBBERY
33937,larceny,ROBBERY
33938,larceny,ROBBERY
33939,larceny,ROBBERY
33940,robbery,ROBBERY
33941,larceny,ROBBERY
33942,larceny,ROBBERY
33943,larceny,ROBBERY
33944,aggravated-assault,ASSAULT
33945,larceny,ROBBERY
33946,larceny,ROBBERY
33947,larceny,ROBBERY
33948,robbery,ROBBERY
33949,aggravated-assault,ROBBERY
33950,robbery,ROBBERY
33951,larceny,ROBBERY
33952,larceny,ROBBERY
33953,larceny,ROBBERY
33954,larceny,ROBBERY
33955,larceny,ROBBERY
33956,larceny,ROBBERY
33957,larceny,ROBBERY
33958,aggravated-assault,ASSAULT
33959,larceny,ROBBERY
33960,larceny,ROBBERY
33961,larceny,ROBBERY
33962,robbery,ROBBERY
33963,robbery,ROBBERY
33964,larceny,ROBBERY
33965,robbery,ROBBERY
33966,larceny,ROBBERY
33967,larceny,ROBBERY
33968,aggravated-assault,ASSAULT
33969,larceny,ROBBERY
33970,larceny,ROBBERY
33971,larceny,ROBBERY
33972,larceny,ROBBERY
33973,larceny,ROBBERY
33974,larceny,ROBBERY
33975,robbery,ROBBERY
33976,larceny,ROBBERY
33977,larceny,ROBBERY
33978,aggravated-assault,ASSAULT
33979,larceny,ROBBERY
33980,murder,ROBBERY
33981,larceny,ROBBERY
33982,larceny,ROBBERY
33983,larceny,ROBBERY
33984,aggravated-assault,ROBBERY
33985,aggravated-assault,ASSAULT
33986,aggravated-assault,ASSAULT
33987,robbery,ROBBERY
33988,larceny,ROBBERY
33989,larceny,ROBBERY
33990,aggravated-assault,ROBBERY
33991,aggravated-assault,ROBBERY
33992,larceny,ROBBERY
33993,aggravated-assault,ROBBERY
33994,aggravated-assault,ROBBERY
33995,larceny,ROBBERY
33996,larceny,ROBBERY
33997,robbery,ROBBERY
33998,aggravated-assault,ASSAULT
33999,aggravated-assault,ASSAULT
34000,aggravated-assault,ROBBERY
34001,aggravated-assault,ROBBERY
34002,larceny,ROBBERY
34003,aggravated-assault,ASSAULT
34004,larceny,ROBBERY
34005,larceny,ROBBERY
34006,robbery,ROBBERY
34007,robbery,ROBBERY
34008,larceny,ROBBERY
34009,larceny,ROBBERY
34010,aggravated-assault,ASSAULT
34011,larceny,ROBBERY
34012,robbery,ROBBERY
34013,aggravated-assault,ASSAULT
34014,aggravated-assault,ROBBERY
34015,murder,ROBBERY
34016,larceny,ROBBERY
34017,larceny,ROBBERY
34018,aggravated-assault,ROBBERY
34019,larceny,ROBBERY
34020,larceny,ROBBERY
34021,larceny,ROBBERY
34022,robbery,ROBBERY
34023,larceny,ROBBERY
34024,larceny,ROBBERY
34025,larceny,ROBBERY
34026,larceny,ROBBERY
34027,larceny,ROBBERY
34028,aggravated-assault,ASSAULT
34029,larceny,ROBBERY
34030,robbery,ROBBERY
34031,aggravated-assault,ASSAULT
34032,larceny,ROBBERY
34033,larceny,ROBBERY
34034,larceny,ROBBERY
34035,aggravated-assault,ROBBERY
34036,aggravated-assault,ROBBERY
34037,robbery,ROBBERY
34038,murder,ROBBERY
34039,robbery,ROBBERY
34040,robbery,ROBBERY
34041,robbery,ROBBERY
34042,robbery,ROBBERY
34043,larceny,ROBBERY
34044,larceny,ROBBERY
34045,larceny,ROBBERY
34046,aggravated-assault,ASSAULT
34047,robbery,ROBBERY
34048,aggravated-assault,ROBBERY
34049,larceny,ROBBERY
34050,larceny,ROBBERY
34051,robbery,ROBBERY
34052,larceny,ROBBERY
34053,larceny,ROBBERY
34054,robbery,ROBBERY
34055,robbery,ROBBERY
34056,larceny,ROBBERY
34057,aggravated-assault,ASSAULT
34058,robbery,ROBBERY
34059,larceny,ROBBERY
34060,larceny,ROBBERY
34061,larceny,ROBBERY
34062,aggravated-assault,ASSAULT
34063,larceny,ROBBERY
34064,robbery,ROBBERY
34065,larceny,ROBBERY
34066,aggravated-assault,ASSAULT
34067,larceny,ROBBERY
34068,larceny,ROBBERY
34069,larceny,ROBBERY
34070,robbery,ROBBERY
34071,larceny,ROBBERY
34072,larceny,ROBBERY
34073,larceny,ROBBERY
34074,larceny,ROBBERY
34075,robbery,ROBBERY
34076,larceny,ROBBERY
34077,larceny,ROBBERY
34078,larceny,ROBBERY
34079,larceny,ROBBERY
34080,aggravated-assault,ROBBERY
34081,larceny,ROBBERY
34082,larceny,ROBBERY
34083,aggravated-assault,ROBBERY
34084,aggravated-assault,ROBBERY
34085,larceny,ROBBERY
34086,larceny,ROBBERY
34087,larceny,ROBBERY
34088,larceny,ROBBERY
34089,larceny,ROBBERY
34090,larceny,ROBBERY
34091,larceny,ROBBERY
34092,larceny,ROBBERY
34093,larceny,ROBBERY
34094,larceny,ROBBERY
34095,larceny,ROBBERY
34096,larceny,ROBBERY
34097,larceny,ROBBERY
34098,larceny,ROBBERY
34099,larceny,ROBBERY
34100,larceny,ROBBERY
34101,larceny,ROBBERY
34102,larceny,ROBBERY
34103,aggravated-assault,ROBBERY
34104,aggravated-assault,ROBBERY
34105,aggravated-assault,ROBBERY
34106,aggravated-assault,ASSAULT
34107,robbery,ROBBERY
34108,larceny,ROBBERY
34109,aggravated-assault,ASSAULT
34110,larceny,ROBBERY
34111,aggravated-assault,ASSAULT
34112,larceny,ROBBERY
34113,larceny,ROBBERY
34114,larceny,ROBBERY
34115,robbery,ROBBERY
34116,larceny,ROBBERY
34117,larceny,ROBBERY
34118,larceny,ROBBERY
34119,larceny,ROBBERY
34120,larceny,ROBBERY
34121,larceny,ROBBERY
34122,robbery,ROBBERY
34123,larceny,ROBBERY
34124,larceny,ROBBERY
34125,larceny,ROBBERY
34126,larceny,ROBBERY
34127,aggravated-assault,ROBBERY
34128,aggravated-assault,ROBBERY
34129,larceny,ROBBERY
34130,larceny,ROBBERY
34131,aggravated-assault,ROBBERY
34132,larceny,ROBBERY
34133,larceny,ROBBERY
34134,larceny,ROBBERY
34135,larceny,ROBBERY
34136,aggravated-assault,ROBBERY
34137,robbery,ROBBERY
34138,aggravated-assault,ASSAULT
34139,robbery,ROBBERY
34140,larceny,ROBBERY
34141,larceny,ROBBERY
34142,aggravated-assault,ROBBERY
34143,larceny,ROBBERY
34144,larceny,ROBBERY
34145,aggravated-assault,ASSAULT
34146,larceny,ROBBERY
34147,larceny,ROBBERY
34148,robbery,ROBBERY
34149,larceny,ROBBERY
34150,robbery,ROBBERY
34151,larceny,ROBBERY
34152,larceny,ROBBERY
34153,robbery,ROBBERY
34154,robbery,ROBBERY
34155,larceny,ROBBERY
34156,larceny,ROBBERY
34157,aggravated-assault,ASSAULT
34158,aggravated-assault,ROBBERY
34159,robbery,ROBBERY
34160,larceny,ROBBERY
34161,robbery,ROBBERY
34162,aggravated-assault,ROBBERY
34163,larceny,ROBBERY
34164,larceny,ROBBERY
34165,larceny,ROBBERY
34166,aggravated-assault,ROBBERY
34167,larceny,ROBBERY
34168,larceny,ROBBERY
34169,larceny,ROBBERY
34170,larceny,ROBBERY
34171,larceny,ROBBERY
34172,larceny,ROBBERY
34173,larceny,ROBBERY
34174,larceny,ROBBERY
34175,larceny,ROBBERY
34176,larceny,ROBBERY
34177,larceny,ROBBERY
34178,larceny,ROBBERY
34179,larceny,ROBBERY
34180,larceny,ROBBERY
34181,larceny,ROBBERY
34182,larceny,ROBBERY
34183,larceny,ROBBERY
34184,larceny,ROBBERY
34185,aggravated-assault,ASSAULT
34186,aggravated-assault,ASSAULT
34187,larceny,ROBBERY
34188,aggravated-assault,ASSAULT
34189,larceny,ROBBERY
34190,aggravated-assault,ROBBERY
